id,source,zh,kind,category,variants,forbidden,context,note,authority,status
c3cd2ae2,用語３２,词条３２,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
c4035268,モロッカ,莫罗卡,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，27 次,,本项目,agreed
c497c463,チューブカンパニー,管体公司,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，14 次,,本项目,agreed
c4cc59f0,『ネプトロン』,‘尼普特伦’,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
c55e82e9,エピソード,篇章,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，14 次,,本项目,agreed
c5d5c279,バーコード,条形码,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，15 次,,本项目,agreed
c6653ec7,パフェ,芭菲,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，52 次,,本项目,agreed
c6a46d64,メゾン・セントリア,中央公馆,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
c6a5665f,コスチューム,服装,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
c72e99fe,ダイブ,潜入,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
c77f8820,万寿沙羅区,万寿沙罗区,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
c78675af,ミソデココ,椰果味噌,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，14 次,,本项目,agreed
c798f0fa,シチュエーション,情境,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，12 次,,本项目,agreed
c876f34d,断線,断线,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，4 次,,本项目,agreed
c8895cc2,フロンティアワークス,Frontier Works,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，26 次,,本项目,agreed
c8a10bab,ジャム,果酱,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，16 次,,本项目,agreed
c8fb0867,レッドフレーム,红框,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，15 次,,本项目,agreed
c9324d52,対波動シェル,对波动外壳,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
c973e21d,ケーキ,蛋糕,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，70 次,,本项目,agreed
c9d4e1da,ムード,气氛,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，18 次,,本项目,agreed
ca521d4f,セカイ,世界,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，250 次,,本项目,agreed
ca80f599,ホント,真的,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，120 次,,本项目,agreed
cab9ec7b,コーヒー,咖啡,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，45 次,,本项目,agreed
caca6669,用語４２,词条４２,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
cca2dae6,ブレイブハーツ,Brave Hearts,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
ccc33c63,スタイル,风格,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，12 次,,本项目,agreed
ccefcb2c,救星イオン応援団,救星依恩应援团,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，3 次,,本项目,agreed
cd336112,サイズ,尺寸,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，45 次,,本项目,agreed
cd862d42,フェスティバル,节日,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，17 次,,本项目,agreed
ce315375,ドクトルコート,医生大褂,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，12 次,,本项目,agreed
cef9d1fa,ミラクルワーム,奇迹蠕虫,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
d146b38f,ハンバーグ,汉堡排,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，30 次,,本项目,agreed
d1a693d2,シスターメギド,修女梅吉多,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
d1b4e4f8,シスター,修女,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
d1c4382e,アイリッシュブズーキー,爱尔兰布祖基琴,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，15 次,,本项目,agreed
d28,D28区域,D28区域,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
d32cd8eb,オフライン,离线,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，14 次,,本项目,agreed
d34a0b6d,タイミング,时机,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，32 次,,本项目,agreed
d38f8d4e,チキチキポン,奇奇砰,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
d3ca8a81,ガラス,玻璃,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，27 次,,本项目,agreed
d3def400,セリフ,台词,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，21 次,,本项目,agreed
d43c0fd3,ミュージックディレクター,音乐总监,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
d4d63da9,データ,数据,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，44 次,,本项目,agreed
d5f34b97,ケンカ,吵架,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，37 次,,本项目,agreed
d6a3164c,コップ,水杯,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
d71db03e,ロング,长款,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，17 次,,本项目,agreed
d720ac11,アルバム,相册,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，37 次,,本项目,agreed
d7c254cc,ジャンク,废品,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，17 次,,本项目,agreed
d873d27b,チーム,团队,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，12 次,,本项目,agreed
d8f97a2e,アルノレシーブ,Ar nosurge接收,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，17 次,,本项目,agreed
d91ab955,第２世代シェルノトロンサーバー,第2世代榭鲁诺特伦服务器,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
d97d2e42,用語４３,词条４３,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
d9d966e5,フォロー,关注,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，39 次,,本项目,agreed
da4af968,フラスク,烧瓶,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，12 次,,本项目,agreed
da5911cf,ーション,动作,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，20 次,,本项目,agreed
dcee02fe,レコーディングエンジニア,录音工程师,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，44 次,,本项目,agreed
dd0c918b,シーズホワイト,种子白,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
dd3c0992,ミキシング,混音,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，25 次,,本项目,agreed
de92f995,ベッド,床,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，54 次,,本项目,agreed
ded68a97,フォトン,光子,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，12 次,,本项目,agreed
deff1678,カップル,情侣,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，60 次,,本项目,agreed
df333395,コーエーテクモゲームス,光荣特库摩游戏,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
df5fc0ca,地位の低い最下層民,地位低下的最底层民众,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
e00a82c1,ポールトゥウィン,Pole To Win,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，39 次,,本项目,agreed
e10b735e,用語４,词条４,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
e148396e,エッチ,下流,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，72 次,,本项目,agreed
e18b1ea1,イベント,事件,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，53 次,,本项目,agreed
e1f20098,イタズラ,恶作剧,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，24 次,,本项目,agreed
e213dd6a,用語１,词条１,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
e2a07557,レシピブック,配方书,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，23 次,,本项目,agreed
e2a7c4ba,プライベート,私人,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，15 次,,本项目,agreed
e306de5e,コンコン,咚咚,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，39 次,,本项目,agreed
e30cceba,カエル,青蛙,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，19 次,,本项目,agreed
e38e9865,ラブラブ,亲亲密密,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，323 次,,本项目,agreed
e3aedcde,エルリンクス,艾尔林克斯,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，26 次,,本项目,agreed
e48a1795,アイス,冰淇淋,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，21 次,,本项目,agreed
e5905198,コンパウンドケーキ,复合蛋糕,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，19 次,,本项目,agreed
e6073ae3,ユーザー,用户,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，105 次,,本项目,agreed
e65583cb,シェルノトロンを貸してくれ,借我榭鲁诺特伦吧,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
e6724c7a,ランク,阶级,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，12 次,,本项目,agreed
e6752916,アイドル,偶像,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，12 次,,本项目,agreed
e6f23f00,コーラス,和声,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，116 次,,本项目,agreed
e7396dae,ショッピングセンター,购物中心,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，87 次,,本项目,agreed
e7676d6c,ワクワク,满怀期待,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，55 次,,本项目,agreed
e7e7e13f,レンズ,镜片,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，21 次,,本项目,agreed
e8306f6c,チャーハン,炒饭,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，17 次,,本项目,agreed
e91e2030,バイオス屋,BIOS屋,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
e988ec9e,リボン,缎带,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，17 次,,本项目,agreed
e9b1131f,アイテム,道具,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，95 次,,本项目,agreed
ea1d70b7,マイクロクエーサー,微类星体,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
ea375e70,「救星イオン応援団」,“救星依恩应援团”,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
eabd3772,カタログ,目录,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，27 次,,本项目,agreed
ebf2f696,インターディメンド,跨维度,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，2 次,,本项目,agreed
ec1d7ab2,ミュジル,缪汁,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
ed058a1a,デザイナー,设计师,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
ed3a14b2,コミュニケーション,交流,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
edfd4fa8,ジャンケン,猜拳,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，12 次,,本项目,agreed
ef11badb,用語１３,词条１３,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
f02359e5,ナイトフロッガー,夜间青蛙,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，17 次,,本项目,agreed
f0b882bd,スベスベ,光滑溜溜,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，19 次,,本项目,agreed
f10633c1,コーンコン,咚咚咚,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，20 次,,本项目,agreed
f205ea28,ラシェール・フューザー,拉榭拉融合器,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
f33c859f,７次元論,7次元论,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
f58ac571,シンプル,简约,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，33 次,,本项目,agreed
f5e55385,情報集約都市アルメティカ,信息集约都市阿尔梅堤嘉,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
f5ecde1e,用語２５,词条２５,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
f5f3291e,用語１８,词条１８,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
f64fc2a9,スフィリアルリング,天球环,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
f6926314,サウンドセクション,音效部门,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
f6979c09,テンション,兴致,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，18 次,,本项目,agreed
f6e7d2fd,ジェノミライムービー,杰诺米莱伊影像,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
f77016e4,ポイントカード,积分卡,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，14 次,,本项目,agreed
f7c1081f,統率の詩,统率之诗,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
f7c2aac2,エレベイタ,升降机,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，32 次,,本项目,agreed
f8a416a0,天香区,天香区,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
f8cb577f,メギド,梅吉多,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，32 次,,本项目,agreed
f90ebd6d,フォーム,形态,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，14 次,,本项目,agreed
f95b3ad8,用語３０,词条３０,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
f9641cb6,用語３３,词条３３,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
f9c2bb1a,ホイッスル,哨子,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，15 次,,本项目,agreed
fa7a65a4,コンテ・,分镜・,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，27 次,,本项目,agreed
faa6e701,ヒント,提示,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，19 次,,本项目,agreed
fafa32e8,ルール,规则,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，12 次,,本项目,agreed
fafbc546,ピッタリ,正合适,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，24 次,,本项目,agreed
fb3a3ef6,チュートリアル,教程,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，14 次,,本项目,agreed
fb6e4872,カメラ,相机,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，14 次,,本项目,agreed
fd37704d,プレート,铭牌,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，29 次,,本项目,agreed
fd395d8b,チャンス,机会,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，35 次,,本项目,agreed
feb67d5d,重力場発生装置,重力场发生装置,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
fed505d7,用語３５,词条３５,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
ff24310d,アルノサージュ管,Ar nosurge管,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，2 次,,本项目,agreed
ff9ca079,ボーッ,发呆,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，12 次,,本项目,agreed
g2-2,G2管,G2管,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
grna,gRNAウィルスβ,gRNA病毒β,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，2 次,,本项目,agreed
grna-2,gRNAウィルスα,gRNA病毒α,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
plasma-4,PLASMA,PLASMA,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，8 次,,本项目,agreed
reon-4213,REON-4213,REON-4213,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
shs,SHSヘテロマイシン,SHS杂霉素,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，3 次,,本项目,agreed
txbios,TxBIOS,TxBIOS,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，4 次,,本项目,agreed
052289a3,ワイヤーシップ,线导船,term,official,線導船,,,,光荣特库摩台湾官方公开资料,fixed
08dc89c1,コロン,克隆,term,official,克隆,可隆|科隆,,,光荣特库摩台湾官方公开资料,fixed
0a2ae4f1,アルメティカ,阿尔梅堤嘉,term,official,阿爾梅堤嘉,,,,光荣特库摩台湾官方公开资料,fixed
0bc2e548,グレイコフ,古雷柯夫,character,official,古雷柯夫,格雷科夫,,,光荣特库摩台湾官方公开资料,fixed
115fd6b0,パークパスニュロン,主题乐园护照纽伦,term,official,主題樂園護照紐倫,,,,光荣特库摩台湾官方公开资料,fixed
14abe460,ジェノム,杰诺姆,term,official,傑諾姆,基因组,,,光荣特库摩台湾官方公开资料,fixed
155f9904,俯瞰視点,俯瞰视点,term,official,俯瞰視點,,,,光荣特库摩台湾官方公开资料,fixed
198d15ea,皇帝,皇帝,term,official,皇帝,,,,光荣特库摩台湾官方公开资料,fixed
22d9787a,クオリア中心,感质中心,term,official,感質中心,,,,光荣特库摩台湾官方公开资料,fixed
23a3a84b,リーヴェルト,利维尔特,character,official,利維爾特,利威尔特,,,光荣特库摩台湾官方公开资料,fixed
26578e09,万寿沙羅,万寿沙罗,term,official,萬壽沙羅,,,,光荣特库摩台湾官方公开资料,fixed
2df43879,ベゼル,贝捷尔,term,official,貝捷爾,,,,光荣特库摩台湾官方公开资料,fixed
3a0e08fc,ネプトロン,尼普特伦,term,official,尼普特倫,,,,光荣特库摩台湾官方公开资料,fixed
408b88f1,にゅろきー,喵洛基,term,official,喵洛基,尼罗基|纽洛基|纽罗基,,,光荣特库摩台湾官方公开资料,fixed
472bff30,ジェノメトリクス,梦世界,term,official,夢世界,,,,光荣特库摩台湾官方公开资料,fixed
48b32303,ぱれす・にゅろきーる,喵洛基鲁・王宫,term,official,喵洛基魯・王宮,,,,光荣特库摩台湾官方公开资料,fixed
4af4755e,ネプトロンタワー,尼普特伦塔,term,official,尼普特倫塔,,,,光荣特库摩台湾官方公开资料,fixed
4f85667d,ウェーブバースト,波动爆炸,term,official,波動爆炸,波动爆发,,,光荣特库摩台湾官方公开资料,fixed
56d6edb9,ジル,吉鲁,character,official,吉魯,,,,光荣特库摩台湾官方公开资料,fixed
5a6fa752,カノン,卡诺,character,official,卡諾,加农|卡侬|卡农,,,光荣特库摩台湾官方公开资料,fixed
5ab7665c,ネロ,妮诺,character,official,妮諾,内罗|尼禄|涅罗,,,光荣特库摩台湾官方公开资料,fixed
676c9370,クレイドル,支架,term,official,支架,,,,光荣特库摩台湾官方公开资料,fixed
6b66ffd1,カノイール・ククルル・プリシェール,卡诺伊尔・酷酷鲁鲁・普立薛尔,character,official,卡諾伊爾・酷酷魯魯・普立薛爾,,,,光荣特库摩台湾官方公开资料,fixed
6cbfb88c,グランフェニックス計画,大凤凰计划,term,official,大鳳凰計劃,,,,光荣特库摩台湾官方公开资料,fixed
6f09ba38,パレス・ニュロキール,喵洛基鲁・王宫,term,official,喵洛基魯・王宮,,,,光荣特库摩台湾官方公开资料,fixed
6f807afc,キャス,凯斯,character,official,凱斯,凯丝,,,光荣特库摩台湾官方公开资料,fixed
79725f10,波動科学,波动科学,term,official,波動科學,,,,光荣特库摩台湾官方公开资料,fixed
7b27ecf1,同調,同调,term,official,同調,,,,光荣特库摩台湾官方公开资料,fixed
80f8839b,白鷹,白鹰,character,official,白鷹,,,,光荣特库摩台湾官方公开资料,fixed
8665ec26,ジェノミライパンデミック,杰诺米莱伊瘟疫,term,official,傑諾米萊伊瘟疫,,,,光荣特库摩台湾官方公开资料,fixed
8884de35,地文,地文,term,official,地文,,,,光荣特库摩台湾官方公开资料,fixed
89b50863,ねりこ,妮莉库,character,official,妮莉庫,内莉子|涅莉可,,,光荣特库摩台湾官方公开资料,fixed
8a6ca8f1,サーリ,莎丽,character,official,莎麗,莎莉|萨里,,,光荣特库摩台湾官方公开资料,fixed
8bb9851f,ぱれす,王宫,term,official,王宮,,,,光荣特库摩台湾官方公开资料,fixed
8ed89b2f,シェル,榭鲁,term,official,榭魯,,,,光荣特库摩台湾官方公开资料,fixed
8f4f5c85,ジェノミライ,杰诺米莱伊,term,official,傑諾米萊伊,,,,光荣特库摩台湾官方公开资料,fixed
8fb29067,ジェノメトリック・カソード,杰诺梅特利库・阴极,term,official,傑諾梅特利庫・陰極,,,,光荣特库摩台湾官方公开资料,fixed
90d4718c,イオン,依恩,character,official,依恩,伊恩|伊昂|伊翁,,,光荣特库摩台湾官方公开资料,fixed
91873c61,クオンタイズ,库翁泰兹,term,official,庫翁泰茲,,,,光荣特库摩台湾官方公开资料,fixed
962299a4,アルメティカ図書館,阿尔梅堤嘉图书馆,term,official,阿爾梅堤嘉圖書館,,,,光荣特库摩台湾官方公开资料,fixed
9880d2a3,キャスティ,凯斯蒂,character,official,凱斯蒂,,,,光荣特库摩台湾官方公开资料,fixed
a0a5f690,ニュロキー,喵洛基,character,official,喵洛基,尼罗基|纽洛基|纽罗基,,,光荣特库摩台湾官方公开资料,fixed
a4d6f4f1,シェルノトロン,榭鲁诺特伦,term,official,榭魯諾特倫,榭鲁诺托伦|歇尔诺琴|谢尔诺特伦|颂歌特伦,,,光荣特库摩台湾官方公开资料,fixed
a63fca55,7次元俯瞰理論,7次元俯瞰理论,term,official,7次元俯瞰理論,,,,光荣特库摩台湾官方公开资料,fixed
a91faf42,ルル,缕缕,term,official,縷縷,,,,光荣特库摩台湾官方公开资料,fixed
aba0da7d,シャール,夏尔,term,official,夏爾,沙尔|莎尔,,,光荣特库摩台湾官方公开资料,fixed
af37bdc1,シェルノサージュ,靜籟之空,静籁之空,official,"used by Bahamut / Wikipedia, NOT the publisher official title",,,,光荣特库摩台湾官方公开资料,fixed
b46f0c42,大法要,大法要,term,official,大法要,,,,光荣特库摩台湾官方公开资料,fixed
b470c4a0,クラケット,库拉肯特,character,official,庫拉肯特,库拉克特,,,光荣特库摩台湾官方公开资料,fixed
b4c62704,ソレイル,太阳号,term,official,太陽號,索莱尔|索雷依尔,,,光荣特库摩台湾官方公开资料,fixed
b6259380,地文調停十二支,地文调停十二支,term,official,地文調停十二支,,,,光荣特库摩台湾官方公开资料,fixed
b63f5a69,イオナサル・ククルル・プリシェール,依欧娜萨鲁・库库鲁鲁・普立薛尔,character,official,依歐娜薩魯・庫庫魯魯・普立薛爾,,,,光荣特库摩台湾官方公开资料,fixed
b73a299d,レナルル,蕾娜露露,character,official,蕾娜露露,莱娜露露,,,光荣特库摩台湾官方公开资料,fixed
b7d83955,コロン・フォーシーズン,克隆四季,term,official,克隆四季,,,,光荣特库摩台湾官方公开资料,fixed
be218a88,ター坊,阿达,character,official,阿達,,,,光荣特库摩台湾官方公开资料,fixed
c6d957da,縦貫坑道,纵贯坑道,term,official,縱貫坑道,,,,光荣特库摩台湾官方公开资料,fixed
c6f8a22a,皇女,皇女,term,official,皇女,,,,光荣特库摩台湾官方公开资料,fixed
cda3f270,プラム,布拉姆,character,official,布拉姆,,,,光荣特库摩台湾官方公开资料,fixed
ce86d6f5,ダイバー,潜行者,term,official,潛行者,,,,光荣特库摩台湾官方公开资料,fixed
ce98c0f0,テレフンケン,泰雷芬肯,character,official,泰雷芬肯,德律风根,,,光荣特库摩台湾官方公开资料,fixed
cfc0acd6,ラシェーラ,拉榭拉,term,official,拉榭拉,拉塞拉|拉歇拉|拉谢拉,,,光荣特库摩台湾官方公开资料,fixed
d29af0da,ネプツール,尼普楚尔,character,official,尼普楚爾,涅普图尔,,,光荣特库摩台湾官方公开资料,fixed
d46b5cf5,皇位継承の儀,皇位继承仪式,term,official,皇位繼承儀式,,,,光荣特库摩台湾官方公开资料,fixed
d746b22f,天文,天文,term,official,天文,,,,光荣特库摩台湾官方公开资料,fixed
d8d5ad60,ウンドゥ,温多,character,official,溫多,,,,光荣特库摩台湾官方公开资料,fixed
dd82b752,ネイ,妮伊,character,official,妮伊,,,,光荣特库摩台湾官方公开资料,fixed
e3792d14,詩魔法,诗魔法,term,official,詩魔法,,,,光荣特库摩台湾官方公开资料,fixed
eb4ec8b9,ウタヒメ,诗姬,term,official,詩姫,,,,光荣特库摩台湾官方公开资料,fixed
f439bb4c,シェルノサージュ ～失われた星へ捧ぐ詩～,Ciel nosurge～獻給失落之星的詩篇,Ciel nosurge～献给失落之星的诗篇,official,KOEI TECMO Taiwan official site title,,,,光荣特库摩台湾官方公开资料,fixed
g2,G2トロン,G2特伦,term,official,G2特倫,,,,光荣特库摩台湾官方公开资料,fixed
plasma,PLASMA機密情報局,PLASMA机密情报局,term,official,PLASMA機密情報局,,,,光荣特库摩台湾官方公开资料,fixed
tz,Tz波,Tz波,term,official,Tz波,,,,光荣特库摩台湾官方公开资料,fixed
020ce75b,地文司教,地文主教,character,speaker,,,说话人名牌，1 次,,本项目,agreed
02498559,神官Ｂ,神官Ｂ,character,speaker,,,说话人名牌，18 次,CHARA_NPC98,本项目,agreed
044c238b,エージェントＥ,特工Ｅ,character,speaker,,,说话人名牌，4 次,CHARA_NPC91,本项目,agreed
07d3c83d,警備兵Ｃ,警卫Ｃ,character,speaker,,,说话人名牌，8 次,CHARA_NPC93,本项目,agreed
07e2273d,男Ｅ・Ｆ,男子Ｅ・Ｆ,character,speaker,,,说话人名牌，1 次,,本项目,agreed
1-3,【リンクに必要な条件(1/3)】,【链接所需条件(1/3)】,character,speaker,,,说话人名牌，1 次,,本项目,agreed
1-3-2,【アイテム転送特記(1/3)】,【道具传送特别说明(1/3)】,character,speaker,,,说话人名牌，1 次,,本项目,agreed
1-3-3,【リンクのススメ(1/3)】,【链接推荐(1/3)】,character,speaker,,,说话人名牌，1 次,,本项目,agreed
1-4,【セカイリンクとは(1/4)】,【何谓世界链接(1/4)】,character,speaker,,,说话人名牌，1 次,,本项目,agreed
1-5,【ジェノミリンクとは(1/5)】,【何谓杰诺米链接(1/5)】,character,speaker,,,说话人名牌，1 次,,本项目,agreed
1-8,【リンクのタイミング(1/8)】,【链接的时机(1/8)】,character,speaker,,,说话人名牌，1 次,,本项目,agreed
10ffd354,ネロＢ,妮诺Ｂ,character,speaker,,,说话人名牌，9 次,CHARA_PC26,本项目,agreed
114b93f8,警備兵Ｂ,警卫Ｂ,character,speaker,,,说话人名牌，57 次,CHARA_NPC92,本项目,agreed
118fd485,女子生徒Ａ・Ｂ,女学生Ａ・Ｂ,character,speaker,,,说话人名牌，1 次,,本项目,agreed
17eaa7ec,キャス・サーリ,凯斯・莎丽,character,speaker,,,说话人名牌，16 次,,本项目,agreed
19c83044,ウンドゥ　,温多,character,speaker,,,说话人名牌，426 次,CHARA_PC98,本项目,agreed
1c6f5779,クーリン,库琳,character,speaker,,,说话人名牌，471 次,CHARA_PC10,本项目,agreed
1cddc904,【パートナーを選ぼう！】,【选择搭档吧！】,character,speaker,,,说话人名牌，15 次,,本项目,agreed
1e10c414,キャスター,播音员,character,speaker,,,说话人名牌，9 次,,本项目,agreed
